DistrictNumber,DistrictType,SchoolNumber,MNSchoolID,SchoolName,Address,City,State,Zipcode,County,Grades,NCESID,StateOrganizationId,ACTID
4015,7,0,4015-07,Community of Peace Academy,471 Magnolia Ave E,Saint Paul,MN,55130-3849,"Ramsey County, MN", EC-12,2700115,74015000000,
4015,7,10,4015-07-010,Community of Peace Academy Elementary School,471 Magnolia Ave E,Saint Paul,MN,55130-3849,"Ramsey County, MN", EC-4,270012000000,74015010000,
4015,7,11,4015-07-011,Community of Peace Academy High School,471 Magnolia Ave E,Saint Paul,MN,55130-3849,"Ramsey County, MN", 9-12,270012000000,74015011000,242234
4015,7,11,4015-07-011,Community of Peace Academy High School,471 Magnolia Ave E,Saint Paul,MN,55130-3849,"Ramsey County, MN", 9-12,270012000000,74015011000,242234
4015,7,12,4015-07-012,Community of Peace Academy Middle School,471 Magnolia Avenue East,Saint Paul,MN,55130,"Ramsey County, MN", 5-8,270012000000,74015012000,
4015,7,13,4015-07-013,COMMUNITY OF PEACE ACADEMY ESY-SE,471 Magnolia Ave E,Saint Paul,MN,55130-3849,"Ramsey County, MN", KG-12,2700115,74015013000,242234
4016,7,0,4016-07,World Learner Charter School,112050 Hundertmark Rd,Chaska,MN,55318-2817,"Carver County, MN", 1-8,2700116,74016000000,
4016,7,10,4016-07-010,World Learner Charter School,112050 Hundertmark Rd,Chaska,MN,55318-2817,"Carver County, MN", 1-8,270012000000,74016010000,
4016,7,20,4016-07-020,World Learners School ESY,112050 Hundertmark Road,Chaska,MN,55318,"Carver County, MN", 1-8,2700116,74016020000,
4017,7,0,4017-07,Minnesota Transitions Charter School,350 Central Parkway,Bloomington,MN,55425,"Hennepin County, MN", KG-12,2700117,74017000000,
4017,7,10,4017-07-010,Minnesota Transitions Charter Elementary,2526 27th Ave. South,Minneapolis,MN,55406,"Hennepin County, MN", KG-6,270012000000,74017010000,
4017,7,12,4017-07-012,MTS High School,350 Central Parkway,Bloomington,MN,55425,"Hennepin County, MN", 7-12,270012000000,74017012000,241623
4017,7,14,4017-07-014,Minnesota Virtual Schools,180 East Fifth Street M10A,Saint Paul,MN,55101,"Ramsey County, MN", 6-12,270012000000,74017014000,241633
4017,7,16,4017-07-016,MTS Pease Academy,601 13th Ave SE,Minneapolis,MN,55414-1437,"Hennepin County, MN", 9-12,270012000000,74017016000,241701
4017,7,17,4017-07-017,Banaadir Academy,1201 Bryant Ave N,Minneapolis,MN,55411,"Hennepin County, MN", 5-6,270012000000,74017017000,241707
4017,7,18,4017-07-018,Minnesota Connections Academy,1350 Energy Lane Suite 230,Saint Paul,MN,55108,"Ramsey County, MN", KG-12,270012000000,74017018000,241689
4017,7,19,4017-07-019,Minnesota Transitions ESY,2872 26th Avenue South,Minneapolis,MN,55406,"Hennepin County, MN", 1-12,2700117,74017019000,
4017,7,21,4017-07-021,Banaadir Elementary,1800 2nd Street NE,Minneapolis,MN,55418,"Hennepin County, MN", KG-4,270012000000,74017021000,
4017,7,27,4017-07-027,Banaadir Secondary,1201 Bryant Ave N,Minneapolis,MN,55411,"Hennepin County, MN", 7-12,270012000000,74017027000,
4018,7,0,4018-07,Achieve Language Academy,2169 Stillwater Ave,Saint Paul,MN,55119-3508,"Ramsey County, MN", PK-8,2700118,74018000000,
4018,7,10,4018-07-010,Achieve Language Academy,2169 Stillwater Ave,Saint Paul,MN,55119-3508,"Ramsey County, MN", EC-8,270012000000,74018010000,240324
4020,7,0,4020-07,Duluth Public Schools Academy,3301 Technology Dr,Duluth,MN,55811-4115,"Saint Louis County, MN", PK-12,2700133,74020000000,
4020,7,10,4020-07-010,North Star Academy,3301 Technology Dr,Duluth,MN,55811-4115,"Saint Louis County, MN", KG-8,270013000000,74020010000,
4020,7,40,4020-07-040,Raleigh Primary/El Academy,5905 Raleigh St,Duluth,MN,55807-2343,"Saint Louis County, MN", KG-5,270013000000,74020040000,
4020,7,40,4020-07-040,Raleigh Primary/El Academy,5905 Raleigh St,Duluth,MN,55807-2343,"Saint Louis County, MN", KG-5,270013000000,74020040000,
4020,7,50,4020-07-050,DPSA ESY,3301 Technology Dr,Duluth,MN,55811-4115,"Saint Louis County, MN", KG-8,2700133,74020050000,
4025,7,0,4025-07,Cyber Village Academy,768 Hamline Ave S,Saint Paul,MN,55116-2224,"Ramsey County, MN", KG-12,2700138,74025000000,
4025,7,10,4025-07-010,Cyber Village Academy,768 Hamline Ave S,Saint Paul,MN,55116-2224,"Ramsey County, MN", KG-12,270014000000,74025010000,
4026,7,0,4026-07,E.C.H.O. Charter School,101 Rocket Ave,Echo,MN,56237-0158,"Yellow Medicine County, MN", KG-12,2700139,74026000000,
4026,7,10,4026-07-010,E.C.H.O. Charter School,101 Rocket Ave,Echo,MN,56237-0158,"Yellow Medicine County, MN", KG-12,270014000000,74026010000,240694
4027,7,0,4027-07,Higher Ground Academy,1381 Marshall Ave,Saint Paul,MN,55104-6315,"Ramsey County, MN", KG-12,2700140,74027000000,
4027,7,10,4027-07-010,Higher Ground Academy,1381 Marshall Ave,Saint Paul,MN,55104,"Ramsey County, MN", KG-6,270014000000,74027010000,
4027,7,30,4027-07-030,Higher Ground Secondary Academy,1471 Brewster Ave.,Saint Paul,MN,55108,"Ramsey County, MN", 7-12,270014000000,74027030000,242262
4027,7,40,4027-07-040,Higher Ground Academy ESY,1381 Marshall Ave,Saint Paul,MN,55104,"Ramsey County, MN", 1-8+10-12,2700140,74027040000,
4029,7,0,4029-07,St. Paul City School,260 Edmund Ave,Saint Paul,MN,55103-1783,"Ramsey County, MN", EC-8,2700142,74029000000,
4029,7,10,4029-07-010,St. Paul City Primary School,260 Edmund Ave,Saint Paul,MN,55103-1783,"Ramsey County, MN", EC-5,270014000000,74029010000,
4029,7,20,4029-07-020,St. Paul City Middle School,643 Virginia St,Saint Paul,MN,55103-1758,"Ramsey County, MN", 6-8,270014000000,74029020000,
4029,7,20,4029-07-020,St. Paul City Middle School,643 Virginia St,Saint Paul,MN,55103-1758,"Ramsey County, MN", 6-8,270014000000,74029020000,
4029,7,30,4029-07-030,River's Edge Academy,188 Plato Blvd W,St. Paul,MN,55107-2021,"Ramsey County, MN", 9-12,270014000000,74029030000,
4031,7,0,4031-07,Jennings Community School,2455 University Ave West,Saint Paul,MN,55114-1507,"Ramsey County, MN", 7-12,2700152,74031000000,
4031,7,10,4031-07-010,Jennings Experiential High School,2455 University Ave West,Saint Paul,MN,55114-1507,"Ramsey County, MN", 7-12,270015000000,74031010000,242273
4035,7,0,4035-07,Life Prep,930 Geranium Ave East,Saint Paul,MN,55106-2610,"Ramsey County, MN", EC-8,2700156,74035000000,
4035,7,10,4035-07-010,LIFE Prep,930 Geranium Ave East,Saint Paul,MN,55106,"Ramsey County, MN", EC-6,270016000000,74035010000,
4035,7,20,4035-07-020,Life Prep ESY,930 Geranium Ave E, Saint Paul,MN,55106,"Ramsey County, MN", 1-6,2700156,74035020000,
4036,7,0,4036-07,Face To Face Academy,1165 Arcade St,Saint Paul,MN,55106-2615,"Ramsey County, MN", 9-12,2700157,74036000000,
4036,7,10,4036-07-010,Face To Face Academy,1165 Arcade St,Saint Paul,MN,55106-2615,"Ramsey County, MN", 9-12,270016000000,74036010000,242257
4038,7,0,4038-07,Sojourner Truth Academy,3820 Emerson Ave N,Minneapolis,MN,55412-2039,"Hennepin County, MN", EC-8,2700159,74038000000,
4038,7,10,4038-07-010,Sojourner Truth Academy,3820 Emerson Ave N,Minneapolis,MN,55412-2039,"Hennepin County, MN", EC-8,270016000000,74038010000,
4038,7,40,4038-07-040,Sojourner Truth Academy ESY,3820 Emerson Ave N,Minneapolis,MN,55412-2039,"Hennepin County, MN", 1-8,2700159,74038040000,
4039,7,0,4039-07,High School For Recording Arts,1166 University Ave W,Saint Paul,MN,55104-4169,"Ramsey County, MN", 9-12,2700160,74039000000,
4039,7,10,4039-07-010,High School For Recording Arts,1166 University Ave,Saint Paul,MN,55104,"Ramsey County, MN", 9-12,270016000000,74039010000,242264
4043,7,0,4043-07,Math And Science Academy,8430 Woodbury Crossing,Woodbury,MN,55125-9433,"Washington County, MN", 6-12,2700167,74043000000,
4043,7,10,4043-07-010,Math And Science Academy,8430 Woodbury Crossing,Woodbury,MN,55125,"Washington County, MN", 6-12,270017000000,74043010000,242739
4049,7,0,4049-07,Northwest Passage High School,11345 Robinson Dr NW,Coon Rapids,MN,55443-3777,"Anoka County, MN", 9-12,2700173,74049000000,
4049,7,10,4049-07-010,Northwest Passage High School,11345 Robinson Dr NW,Coon Rapids,MN,55443-3777,"Anoka County, MN", 9-12,270017000000,74049010000,240533
4050,7,0,4050-07,Lafayette Public Charter School,351 6th St,Lafayette,MN,56054-9700,"Nicollet County, MN", EC-8,2700174,74050000000,
4050,7,10,4050-07-010,Lafayette Public Charter School,351 6th St,Lafayette,MN,56054,"Nicollet County, MN", EC-8,270017000000,74050010000,
4053,7,0,4053-07,North Lakes Academy,308 15th St SW,Forest Lake,MN,55025-1177,"Washington County, MN", KG-12,2700177,74053000000,
4053,7,10,4053-07-010,North Lakes Academy Middle School,4576 232nd St N,Forest Lake,MN,55025-1157,"Washington County, MN", 6-8,270018000000,74053010000,
4053,7,20,4053-07-020,North Lakes Academy Upper School,308 15th St SW,Forest Lake,MN,55025,"Washington County, MN", 9-12,270018000000,74053020000,240863
4053,7,30,4053-07-030,North Lakes Academy Extended School Year,308 15th St SW,Forest Lake,MN,55025,"Washington County, MN", 5-11,2700177,74053030000,
4053,7,40,4053-07-040,North Lakes Academy Elementary,4576 232nd St N,Forest Lake,MN,55025,"Washington County, MN", KG-5,270018000000,74053040000,
4053,7,40,4053-07-040,North Lakes Academy Elementary,4576 232nd St N,Forest Lake,MN,55025,"Washington County, MN", KG-5,270018000000,74053040000,
4054,7,0,4054-07,La Crescent Montessori & STEM School,1116 S Oak St,La Crescent,MN,55947-1332,"Houston County, MN", PK-12,2700178,74054000000,975550
4054,7,10,4054-07-010,La Crescent Montessori & STEM Academy,1116 S Oak St,La Crescent,MN,55947-1332,"Houston County, MN", KG-6,270018000000,74054010000,
4054,7,20,4054-07-020,La Crescent Secondary Montessori & STEM Academy,1116 South Oak Street,La Crescent,MN,55947,"Houston County, MN", 7-12,270018000000,74054020000,
4055,7,0,4055-07,Nerstrand Charter School,205 S 2nd St,Nerstrand,MN,55053-4404,"Rice County, MN", KG-5,2700179,74055000000,
4055,7,10,4055-07-010,Nerstrand Charter School,205 S 2nd St,Nerstrand,MN,55053-4404,"Rice County, MN", KG-5,270018000000,74055010000,
4056,7,0,4056-07,Rosa Parks Charter High School,2450 Marion Road SE,Rochester,MN,55904,"Olmsted County, MN", 9-12,2700180,74056000000,
4056,7,10,4056-07-010,Rosa Parks Charter High School,2450 Marion Road SE,Rochester,MN,55904,"Olmsted County, MN", 9-12,270018000000,74056010000,242108
4057,7,0,4057-07,El Colegio Charter School,4137 Bloomington Ave,Minneapolis,MN,55407-3332,"Hennepin County, MN", 9-12,2700181,74057000000,
4057,7,10,4057-07-010,El Colegio Charter School,4137 Bloomington Ave,Minneapolis,MN,55407-3332,"Hennepin County, MN", 9-12,270018000000,74057010000,241639
4057,7,20,4057-07-020,El Colegio Charter School ESY,4137 Bloomington Ave S,Minneapolis,MN,55406,"Hennepin County, MN", 9-12,2700181,74057020000,
4058,7,0,4058-07,Schoolcraft Learning Community Chtr,8955 Deer School Rd,Bemidji,MN,56601,"Beltrami County, MN", KG-8,2700225,74058000000,
4058,7,10,4058-07-010,Schoolcraft Learning Community Chtr,8955 Deer School Rd,Bemidji,MN,56601,"Beltrami County, MN", KG-8,270023000000,74058010000,
4058,7,20,4058-07-020,Schoolcraft Learning Community ESY,8955 Deer School Rd,Bemidji,MN,56601,"Beltrami County, MN", 1-8,2700225,74058020000,
4059,7,0,4059-07,Crosslake Community Charter School,35808 County Rd 66,Crosslake,MN,56442-2527,"Crow Wing County, MN", KG-12,2700218,74059000000,
4059,7,10,4059-07-010,Crosslake Community Charter School,35808 County Rd 66,Crosslake,MN,56442-2527,"Crow Wing County, MN", KG-8,270022000000,74059010000,
4059,7,20,4059-07-020,Crosslake Community High School,35808 County Road 66,Crosslake,MN,56442,"Crow Wing County, MN", KG-12,270022000000,74059020000,
4064,7,0,4064-07,Riverway Learning Community Charter,1733 Service Drive Ste 18,Winona,MN,55987-2286,"Winona County, MN", PK-12,2700221,74064000000,
4064,7,10,4064-07-010,Riverway Learning Community Charter,1733 Service Drive Ste 18,Winona,MN,55987-2286,"Winona County, MN", PK-6,270022000000,74064010000,
4064,7,20,4064-07-020,Riverway Secondary,1733 Service Drive Ste 18,Winona,MN,55987-2286,"Winona County, MN", 7-12,270022000000,74064020000,241708
4066,7,0,4066-07,Kato Public Charter School,110 N 6th St,Mankato,MN,56001-5312,"Blue Earth County, MN", 6-12,2700226,74066000000,
4066,7,10,4066-07-010,Kato Public Charter School,110 N 6th St,Mankato,MN,56001-5312,"Blue Earth County, MN", 6-12,270023000000,74066010000,241487
4067,7,0,4067-07,Aurora Charter School,2101 E 26TH ST,Minneapolis,MN,55404-4102,"Hennepin County, MN", PK-12,2700220,74067000000,
4067,7,10,4067-07-010,Aurora Charter School,2101 E 26TH ST,Minneapolis,MN,55404-4102,"Hennepin County, MN", EC-4,270022000000,74067010000,
4067,7,20,4067-07-020,Aurora Middle School,2103 E 26th St,Minneapolis,MN,55404-4102,"Hennepin County, MN", 5-8,270022000000,74067020000,
4067,7,30,4067-07-030,Aurora Charter School ESY,2101 East 26th Street,Minneapolis,MN,55404,"Hennepin County, MN", KG-8,2700220,74067030000,
4068,7,0,4068-07,Excell Academy Charter,5800 65th Ave N,Brooklyn Park,MN,55429,"Hennepin County, MN", EC-8,2700184,74068000000,
4068,7,10,4068-07-010,Excell Academy Charter,5800 65th Ave N,Brooklyn Park,MN,55429-1559,"Hennepin County, MN", EC-8,270018000000,74068010000,
4070,7,0,4070-07,HOPE Community Academy,720 Payne Avenue,Saint Paul,MN,55130-4127,"Ramsey County, MN", KG-12,2700230,74070000000,
4070,7,10,4070-07-010,HOPE Community Academy,720 Payne Avenue,Saint Paul,MN,55130,"Ramsey County, MN", KG-8,270023000000,74070010000,
4073,7,0,4073-07,Academia Cesar Chavez Charter School,1801 Lacrosse Ave,Saint Paul,MN,55119,"Ramsey County, MN", PK-12,2700185,74073000000,
4073,7,10,4073-07-010,Academia Cesar Chavez Charter School,1801 Lacrosse Ave,Saint Paul,MN,55119-4830,"Ramsey County, MN", EC-8,270019000000,74073010000,
4073,7,10,4073-07-010,Academia Cesar Chavez Charter School,1801 Lacrosse Ave,Saint Paul,MN,55119-4830,"Ramsey County, MN", EC-8,270019000000,74073010000,
4074,7,0,4074-07,AFSA High School,100 Vadnais Blvd,Vadnais Heights,MN,55127-4036,"Ramsey County, MN", KG-12,2700186,74074000000,
4074,7,10,4074-07-010,AFSA High School,100 Vadnais Blvd,Vadnais Heights,MN,55127,"Ramsey County, MN", 7-12,270019000000,74074010000,241393
4074,7,20,4074-07-020,AFSA Middle School,2925 Country Drive,Little Canada,MN,55117,"Ramsey County, MN", KG-8,270019000000,74074020000,
4075,7,0,4075-07,Avalon School,700 Glendale St,Saint Paul,MN,55114-1782,"Ramsey County, MN", 6-12,2700187,74075000000,
4075,7,10,4075-07-010,Avalon School,700 Glendale St,Saint Paul,MN,55114-1782,"Ramsey County, MN", 9-12,270019000000,74075010000,242221
4075,7,20,4075-07-020,Avalon Middle School,700 Glendale Street,Saint Paul,MN,55114,"Ramsey County, MN", 6-8,270019000000,74075020000,
4075,7,30,4075-07-030,Avalon School ESY,700 Glendale Street, Saint Paul,MN,55114,"Ramsey County, MN", 6-12,2700187,74075030000,
4078,7,0,4078-07,Twin Cities International Schools,277 12th Ave N,Minneapolis,MN,55401-1026,"Hennepin County, MN", KG-8,2700189,74078000000,
4078,7,10,4078-07-010,Minnesota International Middle Charter School,277 12th Ave N,Minneapolis,MN,55401-1026,"Hennepin County, MN", 5-8,270019000000,74078010000,
4078,7,20,4078-07-020,Twin Cities International Schools,277 12th Ave. No,Minneapolis,MN,55401,"Hennepin County, MN", KG-4,270019000000,74078020000,
4079,7,0,4079-07,Friendship Academy of Fine Arts Charter,2600 E 38th St,Minneapolis,MN,55406-3022,"Hennepin County, MN", KG-12,2700190,74079000000,
4079,7,10,4079-07-010,Friendship Academy of Fine Arts Charter,2600 E 38th St,Minneapolis,MN,55406-3022,"Hennepin County, MN", KG-1,270019000000,74079010000,
4079,7,10,4079-07-010,Friendship Academy of Fine Arts Charter,2600 E 38th St,Minneapolis,MN,55406-3022,"Hennepin County, MN", KG-1,270019000000,74079010000,
4079,7,20,4079-07-020,Friendship Academy of the Arts ESY Program,2600 38th St,Minneapolis,MN,55406,"Hennepin County, MN", 1-8,2700190,74079020000,
4079,7,30,4079-07-030,Friendship Academy of the Arts - Intermediate,3320 E. 41st St,Minneapolis,MN,55406,"Hennepin County, MN", 2-8,270019000000,74079030000,
4080,7,0,4080-07,Pillager Area Charter School,12763 County Rd 1,Pillager,MN,56473-2179,"Cass County, MN", 7-12,2700191,74080000000,975465
4080,7,10,4080-07-010,Pillager Area Charter School,12763 County Rd 1,Pillager,MN,56473-0130,"Cass County, MN", 7-12,270019000000,74080010000,975465
4081,7,0,4081-07,Discovery Public School Faribault,126 8th Street NW,Faribault,MN,55021,"Rice County, MN", 6-12,2700192,74081000000,
4081,7,10,4081-07-010,Discovery Public School Faribault,126 8th Street NW,Faribault,MN,55021,"Rice County, MN", 6-12,270019000000,74081010000,240798
4082,7,0,4082-07,BlueSky Charter School,2051 Killebrew Drive,Bloomington,MN,55425-1898,"Hennepin County, MN", 6-12,2700193,74082000000,
4082,7,10,4082-07-010,BlueSky Charter School,2051 Killebrew Drive,Bloomington,MN,55425-1898,"Hennepin County, MN", 7-12,270019000000,74082010000,242228
4083,7,0,4083-07,Ridgeway Community School,35564 County Road 12,Houston,MN,55943-4006,"Winona County, MN", KG-5,2700194,74083000000,
4083,7,10,4083-07-010,Ridgeway Community School,35564 County Road 12,Houston,MN,55943,"Winona County, MN", KG-5,270019000000,74083010000,
4084,7,0,4084-07,North Shore Community School,5926 Ryan Rd,Duluth,MN,55804-9672,"Saint Louis County, MN", KG-6,2700208,74084000000,
4084,7,10,4084-07-010,North Shore Community School,5926 Ryan Rd,Duluth,MN,55804-9672,"Saint Louis County, MN", PK-6,270021000000,74084010000,
4084,7,20,4084-07-020,Northshore Community School ESY,5926 Ryan Road,Duluth,MN,55804,"Saint Louis County, MN", 1-6,2700208,74084020000,
4085,7,0,4085-07,Harbor City International Charter,332 W Michigan St Ste.300,Duluth,MN,55802-1610,"Saint Louis County, MN", 9-12,2700209,74085000000,
4085,7,10,4085-07-010,Harbor City International Charter,332 W Michigan Street Ste 300,Duluth,MN,55802-1610,"Saint Louis County, MN", 9-12,270021000000,74085010000,240659
4087,7,0,4087-07,SAGE Academy Charter School,3900 85th Ave N,Brooklyn Park,MN,55443-1908,"Hennepin County, MN", 9-12,2700211,74087000000,
4087,7,10,4087-07-010,SAGE Academy Charter School,3900 85th Ave N,Brooklyn Park,MN,55443-1908,"Hennepin County, MN", 9-12,270021000000,74087010000,241491
4088,7,0,4088-07,Urban Academy Charter School,1668 Montreal Avenue,Saint Paul,MN,55116,"Ramsey County, MN", EC-7,2700353,74088000000,
4088,7,10,4088-07-010,Urban Academy Charter School,1668 Montreal Ave,Saint Paul,MN,55116,"Ramsey County, MN", EC-7,270035000000,74088010000,
4089,7,0,4089-07,New City School,1500 6th St. NE,Minneapolis,MN,55413-1117,"Hennepin County, MN", KG-8,2700354,74089000000,
4089,7,20,4089-07-020,New City School,1500 6th Street NE,Minneapolis,MN,55413,"Hennepin County, MN", KG-8,270035000000,74089020000,
4089,7,30,4089-07-030,New City Charter School ESY,1500 6th St NE,Minneapolis,MN,55413,"Hennepin County, MN", 1-8,2700354,74089030000,
4090,7,0,4090-07,Prairie Creek Community School,27695 Denmark Ave,Northfield,MN,55057-5333,"Dakota County, MN", KG-5,2700212,74090000000,
4090,7,10,4090-07-010,Prairie Creek Community School,27695 Denmark Ave,Northfield,MN,55057,"Dakota County, MN", KG-5,270021000000,74090010000,
4091,7,0,4091-07,Arcadia Charter School,1719 Cannon Rd,Northfield,MN,55057-1680,"Rice County, MN", 6-12,2700355,74091000000,
4091,7,10,4091-07-010,Arcadia Charter School,1719 Cannon Rd,Northfield,MN,55057,"Rice County, MN", 6-12,270036000000,74091010000,241856
4091,7,20,4091-07-020,Arcadia Charter ESY,1719 Cannon Road,Northfield,MN,55443,"Rice County, MN", 6-12,2700355,74091020000,
4092,7,0,4092-07,Watershed High School,6541 16th Ave So,Richfield,MN,55423,"Hennepin County, MN", 9-12,2700213,74092000000,
4092,7,10,4092-07-010,Watershed High School,6541 16th Ave S,Richfield,MN,55423,"Hennepin County, MN", 9-12,270021000000,74092010000,241698
4093,7,0,4093-07,New Century Academy,950 School Road SW,Hutchinson,MN,55350-7028,"McLeod County, MN", 6-12,2700214,74093000000,
4093,7,10,4093-07-010,New Century Academy,950 School Rd SW,Hutchinson,MN,55350-7028,"McLeod County, MN", 6-12,270021000000,74093010000,241181
4095,7,0,4095-07,TRIO Wolf Creek Distance Learning,10363 Liberty Ln,Chisago City,MN,55013-9542,"Chisago County, MN", 6-12,2700235,74095000000,
